metric,value_column,metric_description,profile_label,benchmark,method_label,attempted_runs,successful_runs,fastest_value_ms,fastest_transfer_mode,fastest_run_id,fastest_checkpoint_ms,fastest_transfer_ms,fastest_restore_ms,fastest_predump_ms,slowest_value_ms,slowest_transfer_mode,slowest_run_id,slowest_checkpoint_ms,slowest_transfer_ms,slowest_restore_ms,slowest_predump_ms
migration_time,migration_time_ms,setup-excluded migration time,TEE Avg,TCP Client (CRIU),Post-copy,80,68,52487.0,direct,15-05-2026-direct-postcopy-0029,715.0,18176.0,1965.0,0.0,120064.0,host,15-05-2026-host-postcopy-0026,730.0,101051.0,3589.0,0.0
migration_time,migration_time_ms,setup-excluded migration time,TEE Worst,TCP Client (CRIU),Cold,60,52,181831.0,direct,24-05-2026-direct-cold-0002,340.0,166317.0,327.0,0.0,1044545.0,host,24-05-2026-host-cold-0009,348.0,1030581.0,338.0,0.0
migration_time,migration_time_ms,setup-excluded migration time,TEE Worst,TCP Client (CRIU),Pre-copy,60,34,786074.0,direct,24-05-2026-direct-precopy-0019,656.0,207932.0,314.0,561668.0,2958912.0,host,24-05-2026-host-precopy-0015,651.0,756998.0,336.0,2187234.0
migration_time,migration_time_ms,setup-excluded migration time,TEE Worst,TCP Client (CRIU),Post-copy,60,24,193101.0,direct,24-05-2026-direct-postcopy-0001,782.0,163250.0,12366.0,0.0,805563.0,host,24-05-2026-host-postcopy-0013,745.0,763638.0,25898.0,0.0
migration_time,migration_time_ms,setup-excluded migration time,WiFi 6,Game of Life (CRIU),Cold,80,80,13355.0,host,06-05-2026-host-cold-0022,338.0,4603.0,313.0,0.0,14601.0,direct,06-05-2026-direct-cold-0013,361.0,3593.0,335.0,0.0
migration_time,migration_time_ms,setup-excluded migration time,WiFi 6,Game of Life (CRIU),Pre-copy,80,80,33530.0,direct,06-05-2026-direct-precopy-0036,310.0,2652.0,370.0,20091.0,45869.0,host,06-05-2026-host-precopy-0007,401.0,3998.0,420.0,32812.0
migration_time,migration_time_ms,setup-excluded migration time,WiFi 6,Game of Life (CRIU),Post-copy,80,80,17194.0,host,06-05-2026-host-postcopy-0036,999.0,5021.0,319.0,0.0,21444.0,direct,06-05-2026-direct-postcopy-0025,1010.0,1547.0,332.0,0.0
migration_time,migration_time_ms,setup-excluded migration time,5G,Game of Life (CRIU),Cold,80,80,14100.0,host,11-05-2026-host-cold-0004,349.0,5490.0,315.0,0.0,16007.0,host,11-05-2026-host-cold-0001,353.0,6837.0,322.0,0.0
migration_time,migration_time_ms,setup-excluded migration time,5G,Game of Life (CRIU),Pre-copy,80,79,34990.0,direct,11-05-2026-direct-precopy-0007,310.0,3004.0,339.0,21441.0,51559.0,host,10-05-2026-host-precopy-0000,370.0,4522.0,325.0,38323.0
migration_time,migration_time_ms,setup-excluded migration time,5G,Game of Life (CRIU),Post-copy,80,80,22719.0,host,11-05-2026-host-postcopy-0017,983.0,3095.0,352.0,0.0,27047.0,direct,11-05-2026-direct-postcopy-0009,1142.0,1723.0,415.0,0.0
migration_time,migration_time_ms,setup-excluded migration time,LTE,Game of Life (CRIU),Cold,80,80,18209.0,direct,11-05-2026-direct-cold-0030,349.0,6928.0,326.0,0.0,42405.0,host,11-05-2026-host-cold-0028,358.0,33574.0,343.0,0.0
migration_time,migration_time_ms,setup-excluded migration time,LTE,Game of Life (CRIU),Pre-copy,80,79,49039.0,direct,11-05-2026-direct-precopy-0052,361.0,5553.0,375.0,31863.0,88575.0,host,11-05-2026-host-precopy-0020,319.0,8976.0,393.0,70719.0
migration_time,migration_time_ms,setup-excluded migration time,LTE,Game of Life (CRIU),Post-copy,80,0,,,,,,,,,,,,,,
migration_time,migration_time_ms,setup-excluded migration time,Starlink,Game of Life (CRIU),Cold,80,80,18178.0,direct,12-05-2026-direct-cold-0030,336.0,6667.0,367.0,0.0,130359.0,host,12-05-2026-host-cold-0036,368.0,121623.0,331.0,0.0
migration_time,migration_time_ms,setup-excluded migration time,Starlink,Game of Life (CRIU),Pre-copy,80,79,90889.0,direct,12-05-2026-direct-precopy-0029,312.0,14785.0,343.0,64583.0,246334.0,host,12-05-2026-host-precopy-0003,631.0,39479.0,336.0,197784.0
migration_time,migration_time_ms,setup-excluded migration time,Starlink,Game of Life (CRIU),Post-copy,80,0,,,,,,,,,,,,,,
migration_time,migration_time_ms,setup-excluded migration time,TEE Best,Game of Life (CRIU),Cold,80,79,382605.0,direct,13-05-2026-direct-cold-0006,341.0,367433.0,326.0,0.0,1083743.0,host,13-05-2026-host-cold-0001,389.0,1075034.0,343.0,0.0
migration_time,migration_time_ms,setup-excluded migration time,TEE Best,Game of Life (CRIU),Pre-copy,80,80,779295.0,direct,13-05-2026-direct-precopy-0000,683.0,95804.0,317.0,666452.0,1757133.0,host,14-05-2026-host-precopy-0012,640.0,199096.0,336.0,1548919.0
migration_time,migration_time_ms,setup-excluded migration time,TEE Best,Game of Life (CRIU),Post-copy,80,1,1017859.0,host,14-05-2026-host-postcopy-0007,980.0,998935.0,385.0,0.0,1017859.0,host,14-05-2026-host-postcopy-0007,980.0,998935.0,385.0,0.0
migration_time,migration_time_ms,setup-excluded migration time,TEE Avg,Game of Life (CRIU),Cold,80,79,1080025.0,direct,19-05-2026-direct-cold-0000,350.0,1060032.0,394.0,0.0,2646836.0,host,16-05-2026-host-cold-0009,306.0,2638197.0,352.0,0.0
migration_time,migration_time_ms,setup-excluded migration time,TEE Avg,Game of Life (CRIU),Pre-copy,80,79,1876225.0,direct,17-05-2026-direct-precopy-0001,642.0,223247.0,346.0,1623340.0,3989146.0,host,19-05-2026-host-precopy-0007,699.0,445133.0,357.0,3534917.0
migration_time,migration_time_ms,setup-excluded migration time,TEE Avg,Game of Life (CRIU),Post-copy,80,0,,,,,,,,,,,,,,
migration_time,migration_time_ms,setup-excluded migration time,WiFi 6,WebAssembly,Wasm,80,80,8620.0,direct,06-05-2026-direct-cold-0017,1.0,1346.0,1986.0,0.0,11050.0,host,06-05-2026-host-cold-0002,1.0,2759.0,2129.0,0.0
migration_time,migration_time_ms,setup-excluded migration time,5G,WebAssembly,Wasm,80,80,8704.0,direct,11-05-2026-direct-cold-0022,1.0,1600.0,1927.0,0.0,11257.0,host,11-05-2026-host-cold-0012,1.0,3117.0,1994.0,0.0
migration_time,migration_time_ms,setup-excluded migration time,LTE,WebAssembly,Wasm,80,80,9993.0,direct,11-05-2026-direct-cold-0044,1.0,2772.0,1962.0,0.0,13764.0,host,11-05-2026-host-cold-0049,1.0,5479.0,2308.0,0.0
migration_time,migration_time_ms,setup-excluded migration time,Starlink,WebAssembly,Wasm,80,80,10068.0,direct,12-05-2026-direct-cold-0038,1.0,3013.0,1884.0,0.0,14682.0,host,12-05-2026-host-cold-0007,1.0,7100.0,1895.0,0.0
migration_time,migration_time_ms,setup-excluded migration time,TEE Best,WebAssembly,Wasm,80,80,16679.0,direct,15-05-2026-direct-cold-0026,1.0,9213.0,1902.0,0.0,37415.0,host,15-05-2026-host-cold-0002,1.0,30239.0,1919.0,0.0
migration_time,migration_time_ms,setup-excluded migration time,TEE Avg,WebAssembly,Wasm,80,79,25589.0,direct,21-05-2026-direct-cold-0002,1.0,18088.0,1923.0,0.0,75347.0,host,21-05-2026-host-cold-0011,1.0,67785.0,2050.0,0.0
migration_time,migration_time_ms,setup-excluded migration time,TEE Worst,WebAssembly,Wasm,60,60,157915.0,direct,22-05-2026-direct-cold-0012,1.0,149920.0,2367.0,0.0,942508.0,host,22-05-2026-host-cold-0015,1.0,934620.0,2284.0,0.0
